12percentage,collegeGPA,CollegeTier,Specialization_grouped,Degree,GraduationYear,Age,Gender_m,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,ElectricalEngg,TelecomEngg,Specialization_grouped_Electronics and Communication,Specialization_grouped_Others,Specialization_grouped_nan,Degree_MCA,Degree_M.Tech./M.E.
0.9598925761334333,-1.359878863933208,0.2757678447383175,Electronics and Communication,B.Tech/B.E.,-1.519053281367269,1.1813800267272052,1.0,-0.0033198500088900346,1.437671086966783,-0.0015228249787210362,2.864040775067695e-15,-4.022947012497069,1.0,0.0,0.0,0.0,0.0
0.021952595916069285,-1.0325753238593935,0.2757678447383175,Others,B.Tech/B.E.,-0.6852906831336373,-0.014642456669295235,0.0,-1.6350266615141724,0.0003777155513723908,-0.0015228249787210362,2.864040775067695e-15,-4.866913091234246e-15,0.0,1.0,0.0,0.0,0.0
1.193224744270103,0.19481295141741153,0.2757678447383175,Computer Science and IT,B.Tech/B.E.,0.9822345133336263,-1.2106649400657956,1.0,0.9444957794978813,0.0003777155513723908,0.6485276935038492,2.864040775067695e-15,-4.866913091234246e-15,0.0,0.0,0.0,0.0,0.0
-0.16249971091133755,-0.2309590265599667,0.2757678447383175,Computer Science and IT,B.Tech/B.E.,0.9822345133336263,-1.2106649400657956,0.0,-0.7751858478434879,0.0003777155513723908,-0.033183846512595525,2.864040775067695e-15,-4.866913091234246e-15,0.0,0.0,0.0,0.0,0.0
0.021952595916069285,-1.3515575874906531,0.2757678447383175,Electronics and Communication,B.Tech/B.E.,0.1484719150999945,0.583368785028955,1.0,-0.5295170439375779,-1.6857228419727455,-0.0015228249787210362,2.864040775067695e-15,-4.866913091234246e-15,1.0,0.0,0.0,0.0,0.0
0.47386074764321656,-0.5651969636692428,0.2757678447383175,Electronics and Communication,B.Tech/B.E.,0.1484719150999945,-0.6126536983675455,1.0,0.5759925736390165,0.0003777155513723908,-0.7148953865290403,2.864040775067695e-15,-4.866913091234246e-15,1.0,0.0,0.0,0.0,0.0
1.054885514149548,1.3389884622686694,0.2757678447383175,Electronics and Communication,B.Tech/B.E.,0.9822345133336263,-0.014642456669295235,1.0,0.45315817168606154,-0.9718042296437104,-0.0015228249787210362,2.864040775067695e-15,-5.392861261505015,1.0,0.0,0.0,0.0,0.0
1.3131187437079173,0.29882890694934405,0.2757678447383175,Computer Science and IT,B.Tech/B.E.,0.9822345133336263,-0.6126536983675455,0.0,-0.2838482400316681,0.0003777155513723908,2.671671618713943,2.864040775067695e-15,-4.866913091234246e-15,0.0,0.0,0.0,0.0,0.0
-1.9147966257717026,-0.7968058246536794,0.2757678447383175,Computer Science and IT,B.Tech/B.E.,0.1484719150999945,-0.6126536983675455,1.0,0.5759925736390165,0.0003777155513723908,-0.0015228249787210362,2.864040775067695e-15,-4.866913091234246e-15,0.0,0.0,0.0,0.0,0.0
-0.5618389551926732,0.5900735824387544,0.2757678447383175,Computer Science and IT,B.Tech/B.E.,0.1484719150999945,-0.014642456669295235,1.0,1.312998985356746,0.0003777155513723908,-1.3746162317062447,2.864040775067695e-15,-4.866913091234246e-15,0.0,0.0,0.0,0.0,0.0
-2.283701239426516,-0.25037533825926084,0.2757678447383175,Computer Science and IT,B.Tech/B.E.,0.1484719150999945,1.7793912684254554,1.0,-1.8806954654200823,0.0003777155513723908,-0.0015228249787210362,2.864040775067695e-15,-4.866913091234246e-15,0.0,0.0,0.0,0.0,0.0
0.021952595916069285,0.17400976031102422,0.2757678447383175,Others,B.Tech/B.E.,0.9822345133336263,0.583368785028955,1.0,-0.0033198500088900346,0.0003777155513723908,-0.0015228249787210362,2.864040775067695e-15,-4.866913091234246e-15,0.0,1.0,0.0,0.0,0.0
-0.6051852472971138,0.6594175527933761,0.2757678447383175,Electronics and Communication,B.Tech/B.E.,-0.6852906831336373,0.583368785028955,1.0,0.45315817168606154,0.0003777155513723908,-0.0015228249787210362,2.864040775067695e-15,-4.866913091234246e-15,1.0,0.0,0.0,0.0,0.0
0.5753095163982898,0.6871551409352251,0.2757678447383175,Computer Science and IT,B.Tech/B.E.,0.1484719150999945,-0.6126536983675455,1.0,0.08465496582719674,0.0003777155513723908,-0.033183846512595525,2.864040775067695e-15,-4.866913091234246e-15,0.0,0.0,0.0,0.0,0.0
-1.300570444036438,0.7981054935026195,-3.626238588291261,Computer Science and IT,MCA,0.9822345133336263,0.583368785028955,1.0,1.558667789262656,0.0003777155513723908,-1.3746162317062447,2.864040775067695e-15,-4.866913091234246e-15,0.0,0.0,0.0,1.0,0.0
